Booking ID,Guest ID,Gender,Age,Property Type,City,Room Type,Booking Date,Check-in Date,Check-out Date,Stay Length (Days),Number of Guests,Price per Night,Total Cost,Discount,Final Cost,Booking Source,Payment Method,Review Score
HB_11527,GUEST_6669,Male,53,Hotel,London,Single,2023-06-23,2023-08-19,2023-09-02,14,4,392.33,5492.62,187.07,5305.55,Travel Agent,Credit Card,3
HB_11528,GUEST_4213,Male,78,Airbnb,Sydney,Studio,2024-10-29,2024-12-24,2024-12-30,6,1,179.18,1075.08,54.01,1021.07,Website,Bank Transfer,4
HB_11529,GUEST_7010,Female,45,Airbnb,Barcelona,Double,2023-08-01,2023-08-19,2023-08-26,7,5,266.28,1863.96,298.02,1565.94,Website,PayPal,2
HB_11530,GUEST_7332,Male,34,Airbnb,Paris,Apartment,2024-01-02,2024-02-05,2024-02-11,6,1,199.78,1198.68,175.89,1022.79,Website,Credit Card,5
HB_11531,GUEST_2639,Male,76,Airbnb,New York,Studio,2024-10-22,2024-11-30,2024-12-05,5,4,309.5,1547.5,47.53,1499.97,App,PayPal,1
HB_11532,GUEST_9606,Female,60,Airbnb,Sydney,Double,2023-07-17,2023-08-07,2023-08-13,6,2,386.81,2320.86,211.73,2109.13,Travel Agent,PayPal,3
HB_11533,GUEST_5382,Female,36,Hotel,Dubai,Single,2023-11-26,2023-12-17,2023-12-19,2,4,134.26,268.52,50.63,217.89,App,Bank Transfer,2
HB_11534,GUEST_5798,Female,75,Airbnb,Sydney,Double,2024-10-26,2024-11-01,2024-11-12,11,1,196.42,2160.62,373.13,1787.49,Travel Agent,PayPal,3
HB_11535,GUEST_1298,Male,28,Airbnb,London,Single,2023-11-17,2023-12-09,2023-12-14,5,2,127.09,635.45,84.47,550.98,App,Bank Transfer,3
HB_11536,GUEST_8599,Male,37,Airbnb,Tokyo,Single,2025-05-28,2025-06-22,2025-06-29,7,5,352.93,2470.51,435.28,2035.23,Travel Agent,Credit Card,3
HB_11537,GUEST_3757,Male,47,Airbnb,Sydney,Single,2024-10-25,2024-12-05,2024-12-08,3,3,133.49,400.47,34.87,365.6,App,Bank Transfer,5
HB_11538,GUEST_6551,Male,59,Hotel,Tokyo,Double,2024-06-11,2024-08-08,2024-08-13,5,5,419.6,2098.0,370.3,1727.7,App,Credit Card,3
HB_11539,GUEST_6635,Female,43,Airbnb,Barcelona,Apartment,2023-12-20,2023-12-31,2024-01-10,10,4,468.56,4685.6,112.33,4573.27,Phone,PayPal,1
HB_11540,GUEST_5663,Male,66,Hotel,Tokyo,Suite,2024-03-04,2024-05-01,2024-05-08,7,4,189.14,1323.98,213.71,1110.27,App,PayPal,5
HB_11541,GUEST_4638,Male,80,Airbnb,Tokyo,Suite,2025-03-21,2025-04-27,2025-04-29,2,2,51.57,103.14,13.43,89.71,Phone,Bank Transfer,5
HB_11542,GUEST_4404,Female,35,Hotel,Tokyo,Single,2025-05-27,2025-06-30,2025-07-12,12,2,465.24,5582.88,599.94,4982.94,Phone,PayPal,3
HB_11543,GUEST_7970,Male,43,Hotel,Tokyo,Studio,2025-05-05,2025-06-01,2025-06-14,13,4,221.46,2878.98,63.12,2815.86,Travel Agent,PayPal,2
HB_11544,GUEST_7353,Female,32,Hotel,New York,Studio,2024-11-09,2024-11-20,2024-11-21,1,4,153.5,153.5,19.78,133.72,Website,PayPal,4
HB_11545,GUEST_9074,Female,28,Hotel,London,Single,2024-06-19,2024-08-16,2024-08-25,9,3,96.4,867.6,24.99,842.61,Travel Agent,Bank Transfer,3
HB_11546,GUEST_5931,Male,37,Hotel,Paris,Single,2023-12-12,2023-12-14,2023-12-15,1,3,223.41,223.41,11.21,212.2,Travel Agent,Bank Transfer,2
HB_11547,GUEST_5452,Female,79,Hotel,Dubai,Apartment,2024-08-22,2024-09-27,2024-10-01,4,2,403.52,1614.08,56.34,1557.74,Website,PayPal,5
HB_11548,GUEST_9215,Female,57,Hotel,Paris,Double,2024-05-09,2024-05-25,2024-05-30,5,2,174.11,870.55,147.69,722.86,Website,PayPal,2
HB_11549,GUEST_2350,Female,38,Hotel,Tokyo,Suite,2024-04-01,2024-04-06,2024-04-18,12,2,488.73,5864.76,969.49,4895.27,App,PayPal,2
HB_11550,GUEST_9505,Female,66,Airbnb,Dubai,Double,2024-08-04,2024-09-25,2024-10-05,10,2,267.22,2672.2,523.57,2148.63,App,Credit Card,2
HB_11551,GUEST_5089,Female,23,Airbnb,London,Single,2025-01-03,2025-01-08,2025-01-21,13,1,217.54,2828.02,533.17,2294.85,Website,PayPal,5
HB_11552,GUEST_4971,Male,31,Airbnb,Barcelona,Double,2024-12-28,2025-01-29,2025-02-09,11,1,117.87,1296.57,251.54,1045.03,Phone,Credit Card,5
HB_11553,GUEST_3337,Male,71,Airbnb,Tokyo,Single,2023-11-29,2024-01-16,2024-01-19,3,3,94.72,284.16,0.97,283.19,Travel Agent,Credit Card,1
HB_11554,GUEST_5218,Male,75,Airbnb,Tokyo,Single,2024-12-11,2025-01-29,2025-02-12,14,3,165.86,2322.04,44.41,2277.63,Website,Credit Card,5
HB_11555,GUEST_6148,Female,75,Airbnb,Sydney,Studio,2024-02-16,2024-03-05,2024-03-17,12,1,59.33,711.96,137.02,574.94,App,PayPal,3
HB_11556,GUEST_1196,Female,39,Hotel,Paris,Apartment,2023-12-11,2024-01-08,2024-01-22,14,3,191.7,2683.8,532.43,2151.37,Travel Agent,Credit Card,2
HB_11557,GUEST_3233,Male,28,Airbnb,Paris,Suite,2023-07-23,2023-08-26,2023-08-28,2,2,430.68,861.36,9.15,852.21,Phone,Credit Card,3
HB_11558,GUEST_6329,Female,72,Airbnb,Tokyo,Single,2025-05-11,2025-06-20,2025-07-04,14,5,198.71,2781.94,424.59,2357.35,Phone,Credit Card,1
HB_11559,GUEST_6838,Female,71,Airbnb,Tokyo,Double,2024-02-12,2024-04-12,2024-04-25,13,3,299.7,3896.1,749.76,3146.34,App,Bank Transfer,1
HB_11560,GUEST_5485,Female,67,Hotel,New York,Studio,2023-09-08,2023-09-21,2023-09-26,5,1,138.96,694.8,137.48,557.32,App,PayPal,3
HB_11561,GUEST_8705,Female,63,Hotel,Paris,Suite,2023-06-28,2023-08-22,2023-08-28,6,5,182.44,1094.64,33.35,1061.29,App,PayPal,4
HB_11562,GUEST_6515,Female,50,Airbnb,New York,Single,2024-02-22,2024-03-02,2024-03-09,7,5,316.4,2214.8,43.27,2171.53,Website,Credit Card,3
HB_11563,GUEST_2025,Female,64,Hotel,Sydney,Studio,2024-09-03,2024-10-15,2024-10-25,10,4,394.04,3940.4,457.02,3483.38,Phone,PayPal,3
HB_11564,GUEST_9587,Female,20,Hotel,Paris,Apartment,2025-03-20,2025-04-16,2025-04-25,9,2,221.0,1989.0,340.29,1648.71,App,Bank Transfer,2
HB_11565,GUEST_4651,Male,71,Airbnb,Barcelona,Apartment,2024-06-23,2024-08-14,2024-08-24,10,5,221.52,2215.2,196.06,2019.14,Travel Agent,PayPal,3
HB_11566,GUEST_2830,Male,40,Hotel,New York,Studio,2024-05-27,2024-06-21,2024-06-22,1,2,397.4,397.4,41.78,355.62,Website,Credit Card,5
HB_11567,GUEST_4285,Female,65,Hotel,Tokyo,Apartment,2024-12-20,2025-01-11,2025-01-25,14,4,440.97,6173.58,735.49,5438.09,Website,Bank Transfer,2
HB_11568,GUEST_8490,Male,34,Hotel,Tokyo,Single,2024-06-12,2024-07-27,2024-08-05,9,4,377.63,3398.67,630.72,2767.95,Phone,PayPal,3
HB_11569,GUEST_2792,Female,29,Airbnb,Dubai,Suite,2024-12-13,2025-01-29,2025-02-06,8,1,324.09,2592.72,443.41,2149.31,Website,Credit Card,1
HB_11570,GUEST_2307,Female,59,Airbnb,New York,Single,2024-06-22,2024-07-19,2024-07-26,7,4,389.68,2727.76,96.09,2631.67,Website,PayPal,5
HB_11571,GUEST_3262,Male,58,Hotel,London,Apartment,2024-11-09,2024-11-23,2024-11-27,4,4,207.09,828.36,152.98,675.38,App,Bank Transfer,5
HB_11572,GUEST_6394,Male,35,Airbnb,Barcelona,Suite,2024-06-19,2024-07-27,2024-08-09,13,1,257.83,3351.79,657.08,2694.71,Website,PayPal,4
HB_11573,GUEST_4539,Female,44,Airbnb,London,Studio,2024-03-05,2024-04-21,2024-05-05,14,3,63.81,893.34,173.77,719.57,Travel Agent,Credit Card,3
HB_11574,GUEST_4048,Female,29,Hotel,London,Suite,2024-08-15,2024-09-24,2024-09-27,3,2,351.3,1053.9,36.45,1017.45,App,PayPal,5
HB_11575,GUEST_7742,Female,70,Airbnb,Sydney,Single,2024-10-10,2024-10-14,2024-10-17,3,1,308.86,926.58,19.58,907.0,Website,Bank Transfer,4
HB_11576,GUEST_8721,Male,58,Hotel,Sydney,Suite,2025-01-10,2025-02-08,2025-02-10,2,3,429.94,859.88,127.98,731.9,Travel Agent,Credit Card,2
HB_11577,GUEST_9356,Male,63,Hotel,Barcelona,Double,2024-09-13,2024-09-24,2024-10-01,7,5,369.11,2583.77,472.26,2111.51,App,PayPal,5
HB_11578,GUEST_9268,Female,38,Airbnb,London,Studio,2023-11-23,2023-12-23,2023-12-28,5,3,476.58,2382.9,154.75,2228.15,App,Bank Transfer,3
HB_11579,GUEST_6117,Male,66,Hotel,Dubai,Suite,2024-06-22,2024-07-13,2024-07-22,9,1,274.47,2470.23,316.72,2153.51,Website,Bank Transfer,2
HB_11580,GUEST_5286,Female,19,Hotel,Sydney,Double,2024-01-12,2024-01-20,2024-02-03,14,1,380.8,5331.2,964.79,4366.41,Phone,PayPal,5
HB_11581,GUEST_4214,Male,53,Hotel,London,Single,2025-03-30,2025-04-14,2025-04-25,11,4,334.15,3675.65,228.87,3446.78,Phone,Bank Transfer,2
HB_11582,GUEST_7235,Female,67,Airbnb,Sydney,Single,2023-09-25,2023-10-31,2023-11-13,13,1,436.66,5676.58,260.73,5415.85,Phone,Credit Card,4
HB_11583,GUEST_6920,Female,31,Airbnb,Sydney,Studio,2023-09-19,2023-11-06,2023-11-13,7,5,251.57,1760.99,143.6,1617.39,Phone,Bank Transfer,1
HB_11584,GUEST_3102,Male,22,Hotel,Sydney,Apartment,2024-07-28,2024-07-31,2024-08-08,8,5,231.07,1848.56,171.04,1677.52,Website,Bank Transfer,2
HB_11585,GUEST_9338,Male,39,Airbnb,Dubai,Single,2025-05-25,2025-07-10,2025-07-14,4,5,467.36,1869.44,142.62,1726.82,App,Credit Card,3
HB_11586,GUEST_6690,Male,18,Hotel,Barcelona,Double,2024-05-25,2024-06-05,2024-06-11,6,2,428.48,2570.88,219.75,2351.13,Website,Bank Transfer,4
HB_11587,GUEST_9323,Male,35,Hotel,Dubai,Single,2025-03-07,2025-05-04,2025-05-16,12,5,172.89,2074.68,254.08,1820.6,Travel Agent,Bank Transfer,4
HB_11588,GUEST_7921,Male,18,Airbnb,Tokyo,Single,2024-05-24,2024-06-20,2024-07-01,11,4,429.89,4728.79,302.68,4426.11,Phone,Bank Transfer,5
HB_11589,GUEST_3078,Female,58,Airbnb,Paris,Double,2025-01-30,2025-03-27,2025-04-05,9,3,182.96,1646.64,278.62,1368.02,Phone,Bank Transfer,1
HB_11590,GUEST_7437,Female,44,Hotel,Tokyo,Double,2024-02-19,2024-04-16,2024-04-28,12,4,168.25,2019.0,275.68,1743.32,Phone,PayPal,4
HB_11591,GUEST_7712,Male,30,Airbnb,Dubai,Double,2023-10-13,2023-10-22,2023-11-02,11,4,98.08,1078.88,94.39,984.49,App,Bank Transfer,5
HB_11592,GUEST_1955,Male,22,Airbnb,London,Suite,2024-06-19,2024-06-29,2024-07-05,6,3,103.76,622.56,88.25,534.31,App,PayPal,1
HB_11593,GUEST_4792,Female,52,Airbnb,Tokyo,Single,2025-05-24,2025-07-06,2025-07-10,4,1,87.6,350.4,11.15,339.25,App,Bank Transfer,2
HB_11594,GUEST_5965,Female,20,Airbnb,New York,Single,2025-05-27,2025-07-18,2025-07-26,8,4,67.41,539.28,68.75,470.53,App,Credit Card,1
HB_11595,GUEST_1627,Female,67,Airbnb,Paris,Studio,2024-07-12,2024-09-09,2024-09-18,9,5,123.63,1112.67,187.64,925.03,Travel Agent,Credit Card,1
HB_11596,GUEST_4104,Female,54,Airbnb,London,Studio,2024-09-16,2024-11-11,2024-11-22,11,2,300.22,3302.42,227.07,3075.35,Website,PayPal,4
HB_11597,GUEST_7796,Male,48,Hotel,Sydney,Single,2025-03-20,2025-04-03,2025-04-07,4,2,83.2,332.8,61.66,271.14,App,Bank Transfer,3
HB_11598,GUEST_7271,Female,42,Hotel,Paris,Double,2024-10-11,2024-11-14,2024-11-25,11,1,310.82,3419.02,14.65,3404.37,Website,PayPal,2
HB_11599,GUEST_1203,Male,49,Airbnb,Sydney,Studio,2023-07-23,2023-08-02,2023-08-04,2,1,99.65,199.3,4.26,195.04,Website,PayPal,5
HB_11600,GUEST_5250,Female,76,Hotel,Paris,Apartment,2025-06-01,2025-07-05,2025-07-14,9,5,259.14,2332.26,418.07,1914.19,Website,PayPal,4
HB_11601,GUEST_1380,Male,48,Airbnb,Paris,Suite,2023-09-24,2023-11-14,2023-11-22,8,2,347.47,2779.76,109.5,2670.26,Travel Agent,PayPal,5
HB_11602,GUEST_3026,Female,22,Hotel,New York,Single,2023-08-24,2023-09-26,2023-10-05,9,4,134.72,1212.48,170.08,1042.4,Phone,Bank Transfer,1
HB_11603,GUEST_6248,Male,62,Hotel,New York,Suite,2024-08-24,2024-10-20,2024-10-25,5,5,398.28,1991.4,88.21,1903.19,App,PayPal,5
HB_11604,GUEST_2156,Male,51,Airbnb,New York,Double,2024-05-06,2024-07-02,2024-07-07,5,2,459.86,2299.3,148.44,2150.86,Travel Agent,Bank Transfer,1
HB_11605,GUEST_1363,Female,49,Airbnb,Barcelona,Double,2024-11-04,2024-12-06,2024-12-09,3,3,441.95,1325.85,93.2,1232.65,App,Bank Transfer,4
HB_11606,GUEST_9579,Male,20,Hotel,Tokyo,Studio,2025-05-22,2025-06-01,2025-06-03,2,3,473.04,946.08,182.66,763.42,Phone,PayPal,3
HB_11607,GUEST_2662,Male,31,Airbnb,Barcelona,Single,2023-08-30,2023-09-18,2023-10-01,13,1,362.85,4717.05,287.93,4429.12,Travel Agent,PayPal,3
HB_11608,GUEST_9596,Female,28,Airbnb,New York,Single,2024-11-11,2024-12-15,2024-12-29,14,4,67.58,946.12,157.27,788.85,App,Bank Transfer,3
HB_11609,GUEST_5137,Male,42,Airbnb,Tokyo,Single,2023-06-26,2023-08-12,2023-08-13,1,1,261.6,261.6,49.83,211.77,Phone,Credit Card,2
HB_11610,GUEST_3311,Female,63,Hotel,Paris,Single,2024-07-11,2024-07-20,2024-07-31,11,2,475.67,5232.37,262.58,4969.79,App,Bank Transfer,5
HB_11611,GUEST_2867,Female,19,Hotel,London,Studio,2024-02-02,2024-02-03,2024-02-04,1,1,199.46,199.46,4.66,194.8,App,PayPal,3
HB_11612,GUEST_7169,Female,32,Hotel,Tokyo,Single,2024-04-03,2024-04-10,2024-04-15,5,2,361.42,1807.1,22.99,1784.11,Travel Agent,PayPal,5
HB_11613,GUEST_1689,Female,67,Hotel,London,Double,2024-08-12,2024-09-08,2024-09-19,11,1,205.55,2261.05,161.32,2099.73,Travel Agent,Bank Transfer,5
HB_11614,GUEST_1891,Male,76,Airbnb,Tokyo,Single,2025-06-13,2025-07-29,2025-08-09,11,3,98.42,1082.62,0.78,1081.84,Website,PayPal,3
HB_11615,GUEST_1096,Female,47,Airbnb,London,Studio,2023-11-29,2024-01-02,2024-01-06,4,2,195.6,782.4,74.43,707.97,Travel Agent,PayPal,2
HB_11616,GUEST_4398,Female,48,Airbnb,Barcelona,Single,2024-08-19,2024-09-29,2024-10-03,4,5,441.25,1765.0,47.75,1717.25,App,Credit Card,2
HB_11617,GUEST_5480,Female,56,Hotel,New York,Apartment,2024-08-20,2024-09-26,2024-10-02,6,4,214.5,1287.0,1.83,1285.17,Travel Agent,PayPal,4
HB_11618,GUEST_9264,Female,72,Hotel,New York,Suite,2023-08-11,2023-08-17,2023-08-28,11,3,363.41,3997.51,12.31,3985.2,Travel Agent,PayPal,4
HB_11619,GUEST_6506,Female,44,Hotel,Paris,Double,2024-10-27,2024-12-17,2024-12-30,13,1,347.39,4516.07,344.25,4171.82,App,Credit Card,4
HB_11620,GUEST_8382,Male,79,Airbnb,Barcelona,Single,2024-01-30,2024-02-04,2024-02-14,10,3,173.65,1736.5,152.28,1584.22,Phone,Credit Card,4
HB_11621,GUEST_7187,Female,77,Hotel,Paris,Double,2024-11-27,2024-12-30,2025-01-10,11,2,360.85,3969.35,164.73,3804.62,Travel Agent,PayPal,1
HB_11622,GUEST_4277,Female,64,Hotel,Dubai,Double,2024-01-18,2024-01-26,2024-02-08,13,5,275.11,3576.43,90.97,3485.46,Website,Credit Card,1
HB_11623,GUEST_7205,Male,45,Hotel,Tokyo,Double,2024-05-17,2024-06-12,2024-06-21,9,4,104.75,942.75,182.75,760.0,Website,Credit Card,4
HB_11624,GUEST_4416,Female,63,Hotel,Barcelona,Suite,2023-11-02,2023-11-25,2023-12-06,11,1,314.75,3462.25,109.34,3352.91,App,PayPal,1
HB_11625,GUEST_8234,Male,18,Hotel,Paris,Double,2023-12-14,2023-12-20,2023-12-28,8,5,320.54,2564.32,432.5,2131.82,Phone,PayPal,3
HB_11626,GUEST_6562,Male,18,Airbnb,Paris,Apartment,2024-04-21,2024-05-21,2024-05-28,7,5,425.01,2975.07,354.3,2620.77,Travel Agent,PayPal,3
HB_11627,GUEST_2942,Female,70,Hotel,Tokyo,Double,2024-10-16,2024-11-26,2024-11-30,4,5,99.98,399.92,24.63,375.29,Website,Credit Card,2
HB_11628,GUEST_4921,Male,67,Airbnb,London,Studio,2023-12-02,2023-12-31,2024-01-13,13,1,491.86,6394.18,346.2,6047.98,Travel Agent,PayPal,1
HB_11629,GUEST_7344,Female,19,Hotel,Tokyo,Studio,2024-01-18,2024-03-17,2024-03-20,3,1,209.52,628.56,17.91,610.65,App,Bank Transfer,2
HB_11630,GUEST_3630,Male,74,Hotel,New York,Single,2024-03-06,2024-03-07,2024-03-20,13,4,169.46,2202.98,74.86,2128.12,Website,PayPal,3
HB_11631,GUEST_5532,Female,54,Airbnb,Sydney,Studio,2025-05-01,2025-05-24,2025-06-05,12,4,400.81,4809.72,578.16,4231.56,Phone,PayPal,1
HB_11632,GUEST_5111,Female,72,Hotel,Barcelona,Double,2024-03-18,2024-04-28,2024-05-04,6,4,223.27,1339.62,108.84,1230.78,Website,PayPal,1
HB_11633,GUEST_2922,Male,79,Hotel,Tokyo,Double,2024-12-23,2025-01-16,2025-01-28,12,5,222.34,2668.08,89.11,2578.97,Phone,Bank Transfer,5
HB_11634,GUEST_6192,Male,29,Airbnb,London,Studio,2023-10-31,2023-12-22,2023-12-25,3,5,301.98,905.94,126.85,779.09,App,Credit Card,1
HB_11635,GUEST_7979,Female,37,Hotel,Tokyo,Suite,2025-05-31,2025-07-04,2025-07-18,14,2,323.42,4527.88,222.16,4305.72,App,Bank Transfer,4
HB_11636,GUEST_1589,Male,31,Hotel,London,Single,2023-12-20,2024-01-28,2024-01-29,1,4,400.47,400.47,6.69,393.78,App,PayPal,3
HB_11637,GUEST_7924,Male,21,Airbnb,Dubai,Suite,2023-09-10,2023-10-17,2023-10-23,6,2,102.86,617.16,117.56,499.6,Phone,PayPal,5
HB_11638,GUEST_1543,Male,56,Airbnb,London,Suite,2023-11-12,2023-12-29,2024-01-11,13,2,361.76,4702.88,326.49,4376.39,Phone,PayPal,1
HB_11639,GUEST_6107,Female,20,Hotel,Barcelona,Apartment,2025-06-04,2025-07-07,2025-07-19,12,2,200.16,2401.92,105.9,2296.02,Website,PayPal,3
HB_11640,GUEST_6846,Male,72,Airbnb,Dubai,Single,2023-07-21,2023-08-05,2023-08-11,6,4,485.46,2912.76,257.41,2655.35,Travel Agent,Bank Transfer,4
HB_11641,GUEST_8468,Female,73,Airbnb,Paris,Suite,2024-07-05,2024-08-02,2024-08-13,11,3,140.52,1545.72,55.8,1489.92,App,PayPal,3
HB_11642,GUEST_1534,Female,63,Airbnb,New York,Double,2023-06-25,2023-07-19,2023-07-22,3,5,425.14,1275.42,247.81,1027.61,Travel Agent,Bank Transfer,1
HB_11643,GUEST_6829,Female,25,Hotel,Dubai,Apartment,2023-11-18,2023-12-19,2024-01-02,14,2,165.62,2318.68,373.11,1945.57,Phone,PayPal,3
HB_11644,GUEST_9536,Male,66,Airbnb,Dubai,Suite,2024-03-20,2024-04-26,2024-04-27,1,3,251.36,251.36,3.35,248.01,Travel Agent,PayPal,3
HB_11645,GUEST_4393,Male,56,Airbnb,Barcelona,Suite,2024-09-25,2024-11-23,2024-11-25,2,5,227.93,455.86,73.36,382.5,Phone,Bank Transfer,5
HB_11646,GUEST_9170,Female,77,Hotel,Sydney,Suite,2024-12-09,2024-12-31,2025-01-05,5,2,468.6,2343.0,165.33,2177.67,Phone,Credit Card,5
HB_11647,GUEST_6538,Female,46,Airbnb,Paris,Studio,2024-09-15,2024-11-06,2024-11-17,11,4,451.97,4971.67,834.66,4137.01,Phone,PayPal,2
HB_11648,GUEST_1772,Male,77,Hotel,Tokyo,Studio,2023-08-29,2023-09-25,2023-10-03,8,1,190.52,1524.16,241.44,1282.72,App,Bank Transfer,1
HB_11649,GUEST_1503,Female,24,Airbnb,Tokyo,Double,2025-03-08,2025-04-25,2025-05-04,9,4,476.2,4285.8,268.38,4017.42,Phone,Bank Transfer,1
HB_11650,GUEST_4517,Male,30,Hotel,Tokyo,Suite,2023-10-30,2023-11-27,2023-12-04,7,1,308.94,2162.58,114.42,2048.16,App,Credit Card,5
HB_11651,GUEST_2088,Male,67,Airbnb,Sydney,Suite,2023-07-24,2023-09-01,2023-09-02,1,3,422.39,422.39,8.0,414.39,Travel Agent,PayPal,3
HB_11652,GUEST_3743,Female,64,Hotel,Tokyo,Suite,2025-05-25,2025-05-31,2025-06-10,10,1,448.98,4489.8,582.01,3907.79,Phone,Credit Card,1
HB_11653,GUEST_4533,Female,28,Airbnb,Paris,Apartment,2024-02-23,2024-04-08,2024-04-21,13,4,270.79,3520.27,102.18,3418.09,Phone,PayPal,5
HB_11654,GUEST_4689,Male,19,Hotel,Dubai,Suite,2023-10-22,2023-11-26,2023-12-09,13,2,208.83,2714.79,335.2,2379.59,App,PayPal,1
HB_11655,GUEST_3857,Male,18,Airbnb,Barcelona,Double,2024-05-25,2024-05-30,2024-06-09,10,2,388.27,3882.7,284.94,3597.76,Phone,Bank Transfer,2
HB_11656,GUEST_2875,Male,55,Airbnb,Barcelona,Single,2024-02-23,2024-03-29,2024-03-30,1,1,396.72,396.72,76.27,320.45,Travel Agent,PayPal,1
HB_11657,GUEST_2935,Male,45,Hotel,Dubai,Suite,2025-04-29,2025-05-08,2025-05-13,5,2,147.11,735.55,8.63,726.92,App,Credit Card,2
HB_11658,GUEST_9226,Female,79,Hotel,London,Studio,2023-12-02,2024-01-18,2024-01-24,6,2,57.98,347.88,50.44,297.44,Phone,PayPal,4
HB_11659,GUEST_6807,Male,51,Hotel,Dubai,Double,2024-10-28,2024-11-04,2024-11-10,6,3,395.59,2373.54,458.72,1914.82,Website,Bank Transfer,5
HB_11660,GUEST_9512,Male,32,Hotel,Sydney,Double,2024-11-20,2024-12-17,2024-12-21,4,4,51.96,207.84,21.76,186.08,Travel Agent,PayPal,1
HB_11661,GUEST_6219,Male,67,Hotel,Sydney,Suite,2024-03-07,2024-03-09,2024-03-18,9,1,287.88,2590.92,135.66,2455.26,App,PayPal,5
HB_11662,GUEST_5448,Female,36,Airbnb,London,Single,2023-08-17,2023-08-31,2023-09-03,3,3,101.45,304.35,54.21,250.14,App,Bank Transfer,1
HB_11663,GUEST_8522,Female,29,Hotel,London,Single,2023-09-02,2023-09-05,2023-09-14,9,2,303.97,2735.73,116.39,2619.34,Travel Agent,PayPal,4
HB_11664,GUEST_5350,Male,19,Airbnb,Dubai,Studio,2024-07-12,2024-08-25,2024-08-28,3,2,82.03,246.09,29.48,216.61,Website,Bank Transfer,3
HB_11665,GUEST_7489,Female,56,Hotel,Sydney,Suite,2024-08-14,2024-10-09,2024-10-19,10,3,432.71,4327.1,691.2,3635.9,Travel Agent,Credit Card,2
HB_11666,GUEST_4650,Male,44,Airbnb,Tokyo,Single,2023-10-17,2023-11-28,2023-12-03,5,5,83.98,419.9,59.56,360.34,Website,Credit Card,3
HB_11667,GUEST_2306,Male,18,Hotel,New York,Apartment,2024-03-21,2024-04-17,2024-04-28,11,3,458.12,5039.32,747.93,4291.39,App,PayPal,2
HB_11668,GUEST_5307,Female,72,Hotel,Sydney,Apartment,2023-09-03,2023-09-17,2023-09-29,12,1,80.19,962.28,161.82,800.46,App,Bank Transfer,3
HB_11669,GUEST_7389,Female,70,Hotel,Dubai,Studio,2025-06-09,2025-07-31,2025-08-02,2,1,461.11,922.22,68.71,853.51,App,Credit Card,4
HB_11670,GUEST_5652,Female,24,Hotel,New York,Suite,2025-04-18,2025-06-05,2025-06-18,13,3,453.26,5892.38,517.77,5374.61,Phone,PayPal,3
HB_11671,GUEST_3617,Male,46,Airbnb,Dubai,Double,2023-06-14,2023-07-08,2023-07-09,1,3,114.39,114.39,14.2,100.19,Phone,PayPal,1
HB_11672,GUEST_1207,Female,60,Airbnb,Paris,Suite,2024-07-28,2024-09-10,2024-09-11,1,2,308.34,308.34,56.52,251.82,App,Credit Card,1
HB_11673,GUEST_9217,Male,75,Airbnb,Dubai,Double,2023-06-22,2023-08-11,2023-08-16,5,3,431.59,2157.95,89.47,2068.48,Phone,Bank Transfer,2
HB_11674,GUEST_5280,Female,59,Hotel,Sydney,Studio,2023-12-03,2023-12-08,2023-12-15,7,2,301.01,2107.07,195.19,1911.88,Phone,Bank Transfer,5
HB_11675,GUEST_6549,Female,46,Hotel,Dubai,Apartment,2024-10-03,2024-10-08,2024-10-14,6,5,181.66,1089.96,175.96,914.0,Travel Agent,Credit Card,4
HB_11676,GUEST_4033,Female,63,Airbnb,Paris,Studio,2025-02-06,2025-03-18,2025-03-29,11,5,483.35,5316.85,1019.51,4297.34,Travel Agent,PayPal,5
HB_11677,GUEST_7470,Female,74,Hotel,Paris,Suite,2024-02-16,2024-04-06,2024-04-07,1,4,460.72,460.72,42.77,417.95,App,Credit Card,3
HB_11678,GUEST_1417,Female,65,Airbnb,Paris,Double,2024-02-03,2024-03-24,2024-04-04,11,1,487.17,5358.87,663.77,4695.1,App,PayPal,1
HB_11679,GUEST_6954,Female,63,Hotel,New York,Single,2024-07-23,2024-09-13,2024-09-26,13,4,86.84,1128.92,52.65,1076.27,Website,Bank Transfer,1
HB_11680,GUEST_1204,Female,72,Airbnb,Dubai,Suite,2024-10-15,2024-12-01,2024-12-13,12,5,120.47,1445.64,61.04,1384.6,Website,Credit Card,2
HB_11681,GUEST_9450,Female,67,Hotel,New York,Suite,2025-01-22,2025-02-07,2025-02-11,4,3,52.72,210.88,37.42,173.46,Travel Agent,Credit Card,3
HB_11682,GUEST_1340,Male,60,Airbnb,New York,Studio,2024-01-14,2024-02-03,2024-02-06,3,5,480.86,1442.58,277.73,1164.85,Website,PayPal,2
HB_11683,GUEST_4159,Female,59,Hotel,Sydney,Studio,2024-03-10,2024-04-29,2024-05-06,7,2,226.83,1587.81,304.89,1282.92,Phone,Bank Transfer,4
HB_11684,GUEST_9331,Male,64,Airbnb,Paris,Double,2024-09-15,2024-10-18,2024-10-28,10,3,332.27,3322.7,26.15,3296.55,Phone,Bank Transfer,3
HB_11685,GUEST_6630,Male,67,Hotel,Paris,Studio,2025-05-24,2025-07-19,2025-08-01,13,5,322.54,4193.02,392.37,3800.65,Website,PayPal,5
